Row ID,Order ID,OrderDateKey,ShipDateKey,CustomerID,ProductID,GeoKey,ShipModeKey,Order Priority,Sales,Quantity,Discount,Profit,Shipping Cost,Ship Days
48226,HU-2011-1380,20110110,20110110,ER-3855,OFF-EAT-10002068,3,2,Critical,53.16,2,0.0,0.0,16.06,0
48227,HU-2011-1380,20110110,20110110,ER-3855,OFF-CAM-10001249,3,2,Critical,41.7,1,0.0,1.65,13.08,0
27675,IN-2011-13065,20110110,20110111,PO-18865,OFF-SU-10003559,559,1,High,25.92,2,0.0,5.4,5.86,1
28044,IN-2011-61302,20110110,20110111,DL-12865,OFF-LA-10000879,160,1,Medium,30.456,4,0.1,12.096,5.54,1
27676,IN-2011-13065,20110110,20110111,PO-18865,OFF-BI-10002853,559,1,High,34.29,3,0.0,16.11,5.26,1
48221,HU-2011-1380,20110110,20110110,ER-3855,TEC-STA-10000546,3,2,Critical,37.11,1,0.0,5.55,4.32,0
28045,IN-2011-61302,20110110,20110111,DL-12865,OFF-PA-10003731,160,1,Medium,161.514,6,0.1,53.694,3.02,1
48220,HU-2011-1380,20110110,20110110,ER-3855,OFF-SAN-10001128,3,2,Critical,11.37,1,0.0,2.61,2.59,0
48229,HU-2011-1380,20110110,20110110,ER-3855,OFF-AVE-10000357,3,2,Critical,10.53,1,0.0,2.4,2.03,0
19720,IT-2011-1181278,20110210,20110210,PL-18925,OFF-ST-10001554,399,2,High,214.608,4,0.6,-220.032,60.85,0
19719,IT-2011-1181278,20110210,20110210,PL-18925,OFF-BI-10000894,399,2,High,26.325,5,0.5,-14.325,8.95,0
21030,IN-2011-25084,20110310,20110312,BM-11785,TEC-CO-10003354,721,1,Critical,1274.16,4,0.0,382.2,248.59,2
18457,ES-2011-2711513,20110310,20110310,TT-21460,TEC-PH-10000309,675,2,Medium,520.11,3,0.0,202.77,89.92,0
15665,IT-2011-2660642,20110510,20110512,ML-18040,OFF-ST-10002566,4,3,Critical,609.66,6,0.5,-231.84,71.32,2
16349,IT-2011-1460998,20110510,20110510,BW-11110,TEC-MA-10003078,56,2,Critical,469.854,2,0.1,-31.326,54.13,0
15664,IT-2011-2660642,20110510,20110512,ML-18040,OFF-AR-10002094,4,3,Critical,43.83,3,0.5,-32.49,13.98,2
15663,IT-2011-2660642,20110510,20110512,ML-18040,OFF-PA-10004267,4,3,Critical,39.06,4,0.5,-17.22,12.78,2
49219,NI-2011-4450,20110510,20110512,JL-5850,TEC-MOT-10004111,177,3,Medium,86.112,4,0.7,-186.648,5.41,2
16806,IT-2011-5027623,20110610,20110611,GD-14590,OFF-AR-10003247,722,1,High,132.3,6,0.0,23.76,7.31,1
26935,IN-2011-29935,20110610,20110610,JM-16195,OFF-BI-10000006,723,2,High,50.94,3,0.0,10.62,6.16,0
12295,ES-2011-1761215,20110810,20110812,AH-10195,TEC-PH-10001557,724,3,High,370.17,5,0.4,-0.03,53.16,2
12293,ES-2011-1761215,20110810,20110812,AH-10195,OFF-SU-10004980,724,3,High,175.92,4,0.0,38.64,26.76,2
12296,ES-2011-1761215,20110810,20110812,AH-10195,OFF-AP-10002229,724,3,High,140.94,2,0.0,23.94,13.73,2
7113,MX-2011-146479,20110810,20110812,JC-15340,OFF-ST-10002343,619,3,Medium,193.92,6,0.0,85.32,12.08,2
44457,EG-2011-5220,20110810,20110812,MC-7275,TEC-NOK-10004278,74,3,Critical,137.79,1,0.0,28.92,11.16,2
12294,ES-2011-1761215,20110810,20110812,AH-10195,OFF-BI-10001384,724,3,High,69.15,5,0.0,25.5,10.59,2
7114,MX-2011-146479,20110810,20110812,JC-15340,OFF-AR-10003794,619,3,Medium,38.96,2,0.0,15.16,1.57,2
19847,ES-2011-2069466,20110910,20110912,DB-13615,OFF-AR-10003629,249,3,Critical,284.1,5,0.0,42.6,74.08,2
45441,RS-2011-5130,20110910,20110910,MM-8055,TEC-SAM-10000779,725,2,Critical,139.44,1,0.0,57.15,44.44,0
45440,RS-2011-5130,20110910,20110910,MM-8055,FUR-DAN-10004625,725,2,Critical,121.59,1,0.0,53.49,30.81,0
19846,ES-2011-2069466,20110910,20110912,DB-13615,FUR-FU-10002655,249,3,Critical,87.9,2,0.0,3.48,23.51,2
40571,US-2011-134054,20111010,20111010,FC-14335,OFF-AR-10000937,726,2,Medium,255.85,7,0.0,112.574,45.46,0
35829,CA-2011-140403,20111010,20111010,TN-21040,FUR-CH-10002774,727,2,Critical,122.352,3,0.2,13.7646,32.74,0
11717,ES-2011-5464858,20111010,20111012,KB-16240,OFF-LA-10001618,728,1,Critical,70.08,8,0.0,11.04,14.5,2
40169,US-2011-105137,20111010,20111010,RB-19435,TEC-MA-10002694,131,2,High,101.994,2,0.7,-71.3958,8.91,0
35830,CA-2011-140403,20111010,20111010,TN-21040,OFF-EN-10001219,727,2,Critical,15.28,2,0.0,7.4872,3.51,0
40170,US-2011-105137,20111010,20111010,RB-19435,OFF-BI-10002429,131,2,High,18.264,2,0.7,-13.3936,2.59,0
30860,IN-2011-81301,20111110,20111112,BD-11635,TEC-PH-10000412,729,1,High,490.5,6,0.0,156.96,126.8,2
30859,IN-2011-81301,20111110,20111112,BD-11635,FUR-CH-10003341,729,1,High,131.64,2,0.0,64.5,26.5,2
48945,CG-2011-9120,20111110,20111112,DW-3195,OFF-BIN-10000327,82,3,High,54.54,2,0.0,9.24,6.33,2
24210,IN-2011-25259,20111210,20111212,CG-12040,TEC-AC-10000639,63,1,Medium,776.25,3,0.0,225.09,170.99,2
7338,MX-2011-103506,20111210,20111212,NK-18490,FUR-CH-10004725,320,1,Medium,192.3,5,0.0,32.6,6.61,2
18074,ES-2011-5158390,20110111,20110111,RC-19825,FUR-CH-10004255,730,2,Medium,1384.29,3,0.0,13.77,178.98,0
2637,US-2011-163874,20110111,20110112,PF-19165,OFF-ST-10003741,731,1,Medium,1322.8,10,0.0,238.0,103.84,1
2635,US-2011-163874,20110111,20110112,PF-19165,FUR-BO-10002214,731,1,Medium,451.6,5,0.2,-107.3,57.75,1
2636,US-2011-163874,20110111,20110112,PF-19165,TEC-PH-10002755,731,1,Medium,244.5,5,0.0,88.0,39.11,1
18073,ES-2011-5158390,20110111,20110111,RC-19825,OFF-AR-10001599,730,2,Medium,102.72,2,0.0,19.5,20.54,0
2638,US-2011-163874,20110111,20110112,PF-19165,OFF-AP-10000569,731,1,Medium,139.8,3,0.0,32.1,6.47,1
16146,ES-2011-2542245,20110611,20110611,TB-21355,OFF-BI-10001717,185,2,Critical,17.73,3,0.0,6.3,2.94,0
47795,CA-2011-1690,20110811,20110811,EM-4065,OFF-WIL-10002153,107,2,Medium,109.8,4,0.0,30.72,14.3,0
47796,CA-2011-1690,20110811,20110811,EM-4065,OFF-CAR-10004408,107,2,Medium,28.8,1,0.0,12.96,2.42,0
12114,ES-2011-1878479,20111011,20111011,GA-14515,OFF-LA-10003591,732,2,Medium,51.6,5,0.0,15.9,3.08,0
23785,ID-2011-27275,20111011,20111011,HW-14935,OFF-FA-10000581,539,2,High,21.7035,3,0.47,-5.7465,2.31,0
3774,MX-2011-169019,20111111,20111112,RD-19930,TEC-CO-10001087,605,2,High,494.6088,5,0.002,93.1088,105.08,1
6998,MX-2011-169628,20111211,20111212,TP-21130,TEC-CO-10002617,86,1,High,632.21304,3,0.002,264.77304,105.27,1
6999,MX-2011-169628,20111211,20111212,TP-21130,OFF-BI-10001199,86,1,High,29.8,5,0.0,6.5,4.83,1
5623,MX-2011-156895,20110312,20110312,TZ-21445,OFF-AR-10003766,605,2,Medium,65.24,2,0.0,22.16,6.64,0
19542,ES-2011-1941756,20111012,20111012,KN-16705,OFF-ST-10001460,699,2,Medium,220.32,5,0.1,56.22,67.66,0
19541,ES-2011-1941756,20111012,20111012,KN-16705,OFF-LA-10003210,699,2,Medium,43.65,5,0.0,13.5,7.17,0
19543,ES-2011-1941756,20111012,20111012,KN-16705,OFF-BI-10001621,699,2,Medium,99.54,2,0.0,27.84,4.16,0
33159,CA-2011-151078,20111112,20111112,RF-19840,OFF-ST-10001328,455,2,High,49.632,4,0.2,4.9632,7.75,0
34438,US-2011-122959,20111212,20111212,CY-12745,OFF-BI-10003650,455,2,High,210.392,2,0.8,-336.6272,16.16,0
21896,ID-2012-71858,20120201,20120207,CP-12085,TEC-PH-10003784,175,4,Medium,593.9895,5,0.17,-71.7105,52.22,6
4323,MX-2012-154459,20120201,20120206,JF-15190,TEC-PH-10002102,639,4,High,151.92,3,0.0,71.4,32.94,5
2829,MX-2012-114461,20120201,20120205,RM-19375,TEC-AC-10002760,733,4,High,200.16,3,0.0,0.0,28.95,4
2828,MX-2012-114461,20120201,20120205,RM-19375,FUR-CH-10001423,733,4,High,192.88,2,0.0,54.0,19.27,4
6762,MX-2012-151904,20120201,20120203,DJ-13420,OFF-PA-10003571,540,1,Medium,94.02,3,0.0,1.86,10.73,2
2827,MX-2012-114461,20120201,20120205,RM-19375,OFF-SU-10001750,733,4,High,57.0,2,0.0,24.48,9.51,4
47271,NI-2012-390,20120201,20120205,PP-8955,TEC-CAN-10000030,734,4,Medium,95.517,1,0.7,-191.043,8.07,4
21897,ID-2012-71858,20120201,20120207,CP-12085,FUR-CH-10004576,175,4,Medium,69.5544,2,0.27,-2.8656,5.83,6
15611,ES-2012-2785188,20120201,20120206,RA-19945,TEC-AC-10000494,735,4,Medium,139.59,3,0.0,59.94,5.45,5
46486,BO-2012-7240,20120201,20120205,BT-1305,OFF-SME-10004160,736,4,Medium,33.12,2,0.0,1.98,2.46,4
47270,NI-2012-390,20120201,20120205,PP-8955,OFF-ENE-10000199,734,4,Medium,8.964,1,0.7,-20.046,0.66,4
47272,NI-2012-390,20120201,20120205,PP-8955,TEC-MEM-10000263,734,4,Medium,18.54,2,0.7,-22.92,0.33,4
40078,CA-2012-133585,20120301,20120304,CM-12715,FUR-BO-10001811,22,1,High,1227.9984,6,0.32,-36.1176,131.64,3
18509,ES-2012-3082564,20120301,20120305,JC-15340,TEC-PH-10003492,737,4,Medium,733.44,4,0.0,109.92,69.61,4
11813,ES-2012-2363775,20120301,20120305,JW-15955,TEC-MA-10003698,276,4,Medium,596.82,7,0.0,5.88,53.23,4
40741,CA-2012-104052,20120301,20120302,TP-21565,TEC-PH-10003215,738,1,Critical,95.84,4,0.2,34.742,21.36,1
11814,ES-2012-2363775,20120301,20120305,JW-15955,OFF-AR-10003651,276,4,Medium,189.63,7,0.0,94.71,17.1,4
40077,CA-2012-133585,20120301,20120304,CM-12715,OFF-AR-10003696,22,1,High,55.328,2,0.2,6.2244,10.3,3
4986,MX-2012-134530,20120301,20120304,NZ-18565,FUR-BO-10003221,739,3,Medium,506.6,5,0.0,75.9,9.66,3
4985,MX-2012-134530,20120301,20120304,NZ-18565,OFF-AR-10001061,739,3,Medium,63.48,2,0.0,30.44,8.76,3
4984,MX-2012-134530,20120301,20120304,NZ-18565,TEC-CO-10002998,739,3,Medium,82.77412,1,0.002,24.71412,6.19,3
47440,TU-2012-100,20120301,20120307,BC-1125,OFF-TEN-10002835,52,4,Medium,81.852,1,0.6,-65.508,5.47,6
44899,TU-2012-620,20120301,20120308,LW-7125,FUR-TEN-10003879,52,4,Medium,45.432,6,0.6,-34.128,3.7,7
4987,MX-2012-134530,20120301,20120304,NZ-18565,OFF-PA-10003708,739,3,Medium,39.68,2,0.0,0.36,3.44,3
47439,TU-2012-100,20120301,20120307,BC-1125,FUR-SAU-10003188,52,4,Medium,59.736,1,0.6,-32.874,3.18,6
18511,ES-2012-3082564,20120301,20120305,JC-15340,OFF-BI-10004628,737,4,Medium,45.99,3,0.0,2.25,2.73,4
44900,TU-2012-620,20120301,20120308,LW-7125,OFF-BIC-10003473,52,4,Medium,22.152,2,0.6,-28.848,1.67,7
18510,ES-2012-3082564,20120301,20120305,JC-15340,OFF-ST-10003764,737,4,Medium,50.94,3,0.0,23.94,1.04,4
44898,TU-2012-620,20120301,20120308,LW-7125,OFF-EAT-10001303,52,4,Medium,8.232,1,0.6,-2.688,0.37,7
48429,TU-2012-7270,20120301,20120305,RM-9750,OFF-ACC-10004281,52,4,High,2.808,1,0.6,-0.702,0.19,4
40000,CA-2012-133494,20120301,20120305,RP-19390,OFF-AP-10002906,83,4,Medium,3.552,2,0.2,0.444,0.1,4
28352,ID-2012-70752,20120401,20120407,BN-11470,TEC-CO-10003982,740,4,Low,399.735,5,0.37,37.935,31.42,6
28350,ID-2012-70752,20120401,20120407,BN-11470,TEC-AC-10004012,740,4,Low,41.6898,2,0.47,-3.9702,4.53,6
28351,ID-2012-70752,20120401,20120407,BN-11470,OFF-FA-10002617,740,4,Low,69.471,5,0.17,-4.329,4.26,6
23906,IN-2012-39343,20120501,20120503,KM-16225,FUR-FU-10002890,20,3,High,384.912,4,0.1,12.792,58.7,2
21345,IN-2012-25182,20120501,20120507,MM-17260,OFF-AP-10001305,494,4,Medium,1349.325,5,0.1,389.775,52.82,6
8183,US-2012-157056,20120501,20120506,DK-12835,TEC-MA-10002710,38,3,High,214.896,4,0.7,-243.584,41.95,5
43323,CA-2012-5460,20120501,20120503,BP-1155,OFF-KRA-10001807,741,1,Critical,115.56,4,0.0,9.24,33.91,2
16387,ES-2012-5249245,20120501,20120505,PF-19225,OFF-ST-10003153,742,4,Medium,363.447,3,0.1,149.337,33.11,4
35290,CA-2012-161998,20120501,20120505,DB-13120,OFF-AR-10004022,743,4,Medium,172.704,6,0.2,10.794,16.62,4
15697,ES-2012-2680511,20120501,20120504,BF-11215,OFF-BI-10001621,694,3,High,99.54,2,0.0,27.84,16.5,3
3712,MX-2012-107811,20120501,20120503,DL-13315,TEC-PH-10002493,347,1,Medium,91.0,1,0.0,20.02,11.92,2
43322,CA-2012-5460,20120501,20120503,BP-1155,FUR-DEF-10000639,741,1,Critical,51.9,1,0.0,11.4,9.99,2
23744,ID-2012-68225,20120501,20120505,PS-18760,FUR-CH-10002412,744,3,High,170.88,4,0.0,1.68,9.93,4
22318,IN-2012-49500,20120501,20120504,KN-16390,OFF-PA-10003784,745,3,Critical,55.98,2,0.0,27.96,8.53,3
32746,CA-2012-145821,20120501,20120507,JB-15400,TEC-PH-10004348,125,4,Medium,88.752,3,0.2,11.094,6.28,6
37646,CA-2012-104486,20120501,20120506,PO-18850,OFF-SU-10002573,80,4,High,35.06,2,0.0,10.518,5.55,5
3713,MX-2012-107811,20120501,20120503,DL-13315,OFF-EN-10003689,347,1,Medium,32.88,3,0.0,1.62,5.51,2
35288,CA-2012-161998,20120501,20120505,DB-13120,FUR-FU-10001095,743,4,Medium,63.552,3,0.2,14.2992,4.93,4
8185,US-2012-157056,20120501,20120506,DK-12835,OFF-AR-10001850,38,3,High,41.424,2,0.4,-23.496,4.78,5
8184,US-2012-157056,20120501,20120506,DK-12835,TEC-AC-10000883,38,3,High,32.568,2,0.4,-0.552,3.93,5
35289,CA-2012-161998,20120501,20120505,DB-13120,OFF-SU-10004261,743,4,Medium,41.376,3,0.2,4.6548,3.73,4
37645,CA-2012-104486,20120501,20120506,PO-18850,OFF-ST-10000876,80,4,High,37.32,3,0.0,10.4496,3.61,5
16386,ES-2012-5249245,20120501,20120505,PF-19225,FUR-FU-10000972,742,4,Medium,48.78,1,0.0,24.39,3.53,4
8186,US-2012-157056,20120501,20120506,DK-12835,OFF-BI-10000070,38,3,High,21.96,2,0.4,-1.48,3.36,5
12047,IT-2012-3559379,20120501,20120504,KB-16240,OFF-AR-10000724,370,1,High,15.48,2,0.5,-10.26,2.77,3
23625,ID-2012-60434,20120501,20120504,PG-18820,OFF-LA-10004623,155,1,Medium,11.13,2,0.47,-0.87,2.48,3
9221,MX-2012-128342,20120501,20120507,JH-15820,OFF-FA-10000131,347,4,Low,25.08,2,0.0,2.72,2.34,6
30811,IN-2012-82988,20120501,20120506,DK-13090,OFF-LA-10004877,198,3,Medium,22.5,2,0.0,9.0,2.15,5
43321,CA-2012-5460,20120501,20120503,BP-1155,OFF-SME-10000018,741,1,Critical,6.9,1,0.0,2.46,1.52,2
37644,CA-2012-104486,20120501,20120506,PO-18850,OFF-BI-10000309,80,4,High,12.176,1,0.2,4.4138,1.42,5
30854,ID-2012-80832,20120501,20120508,JL-15850,OFF-FA-10003015,58,4,Medium,13.284,2,0.4,-8.676,0.98,7
3711,MX-2012-107811,20120501,20120503,DL-13315,OFF-PA-10004421,347,1,Medium,22.76,2,0.0,8.64,0.83,2
30064,ID-2012-75302,20120501,20120505,SO-20335,OFF-LA-10002633,42,4,High,5.8194,1,0.47,-3.4206,0.55,4
13178,ES-2012-4869643,20120601,20120606,TZ-21580,FUR-BO-10000967,226,3,Medium,1969.596,6,0.1,503.316,106.68,5
44033,BU-2012-8790,20120601,20120603,JO-5280,FUR-SAF-10002940,746,3,High,303.96,2,0.0,133.74,55.96,2
47372,IR-2012-6980,20120601,20120606,EC-4050,FUR-OFF-10004495,747,4,Medium,343.02,2,0.0,116.58,46.91,5
41419,TU-2012-7030,20120601,20120605,Dl-3600,OFF-HAM-10004917,748,4,Medium,433.872,2,0.6,-162.708,33.47,4
1048,MX-2012-133172,20120601,20120606,BF-11005,FUR-TA-10002885,508,4,Medium,342.672,4,0.7,-799.568,30.96,5
40391,US-2012-132836,20120601,20120605,AJ-10945,OFF-BI-10004224,57,4,Medium,403.68,6,0.0,181.656,30.53,4
10737,ES-2012-1760393,20120601,20120606,JB-15400,TEC-MA-10000161,749,4,Medium,312.0435,3,0.15,51.3135,23.6,5
2919,MX-2012-163279,20120601,20120603,RD-19930,TEC-AC-10004241,750,3,Critical,96.88,2,0.0,9.68,21.15,2
1049,MX-2012-133172,20120601,20120606,BF-11005,OFF-ST-10000619,508,4,Medium,210.112,2,0.2,36.752,20.9,5
21526,ID-2012-31174,20120601,20120606,TS-21205,TEC-CO-10001391,158,4,Medium,226.53,2,0.1,-0.03,20.1,5
2917,MX-2012-163279,20120601,20120603,RD-19930,FUR-FU-10003694,750,3,Critical,100.44,3,0.0,16.02,19.48,2
41423,TU-2012-7030,20120601,20120605,Dl-3600,FUR-DAN-10003334,748,4,Medium,339.48,6,0.6,-101.88,16.98,4
45617,NI-2012-2640,20120601,20120606,PB-8805,FUR-IKE-10000649,751,4,Medium,218.844,2,0.7,-269.916,15.96,5
12149,ES-2012-1315786,20120601,20120607,JF-15295,OFF-SU-10003130,752,4,Low,206.4,5,0.0,24.75,14.84,6
1050,MX-2012-133172,20120601,20120606,BF-11005,FUR-BO-10004340,508,4,Medium,176.268,1,0.4,-102.832,14.69,5
47371,IR-2012-6980,20120601,20120606,EC-4050,FUR-OFF-10001224,747,4,Medium,173.94,1,0.0,8.67,14.51,5
17925,ES-2012-5273222,20120601,20120605,KL-16555,TEC-CO-10003342,753,4,Medium,376.86,1,0.0,97.98,14.14,4
40390,US-2012-132836,20120601,20120605,AJ-10945,TEC-PH-10001299,57,4,Medium,299.98,2,0.0,83.9944,12.55,4
2920,MX-2012-163279,20120601,20120603,RD-19930,OFF-LA-10003955,750,3,Critical,57.12,7,0.0,2.8,12.53,2
12148,ES-2012-1315786,20120601,20120607,JF-15295,OFF-ST-10002720,752,4,Low,111.834,2,0.1,-6.246,10.56,6
44034,BU-2012-8790,20120601,20120603,JO-5280,OFF-FEL-10004224,746,3,High,56.46,1,0.0,14.1,9.79,2
47373,IR-2012-6980,20120601,20120606,EC-4050,TEC-ENE-10002254,747,4,Medium,84.96,1,0.0,36.51,9.2,5
23298,IN-2012-53483,20120601,20120605,RS-19420,OFF-FA-10000899,280,3,High,65.772,4,0.1,29.172,6.38,4
21646,IN-2012-21703,20120601,20120602,TP-21415,OFF-PA-10003906,754,1,High,48.09,7,0.5,-4.83,6.26,1
1052,MX-2012-133172,20120601,20120606,BF-11005,FUR-TA-10000855,508,4,Medium,112.584,2,0.7,-232.696,5.12,5
23299,IN-2012-53483,20120601,20120605,RS-19420,OFF-LA-10003236,280,3,High,20.52,5,0.1,5.37,4.73,4
35266,US-2012-163685,20120601,20120605,KE-16420,OFF-PA-10002606,455,4,Medium,42.24,10,0.2,13.2,4.67,4
2918,MX-2012-163279,20120601,20120603,RD-19930,OFF-EN-10003560,750,3,Critical,16.72,2,0.0,1.48,4.45,2
10736,ES-2012-1760393,20120601,20120606,JB-15400,OFF-SU-10004691,749,4,Medium,79.44,4,0.0,35.64,4.4,5
1051,MX-2012-133172,20120601,20120606,BF-11005,OFF-AP-10000407,508,4,Medium,845.904,3,0.2,74.004,4.34,5
24012,IN-2012-11700,20120601,20120605,BF-10975,OFF-BI-10002853,755,3,Medium,20.574,2,0.1,8.454,3.48,4
1047,MX-2012-133172,20120601,20120606,BF-11005,FUR-CH-10003559,508,4,Medium,67.616,2,0.2,25.336,3.32,5
50917,TU-2012-370,20120601,20120607,NC-8415,OFF-KRA-10004876,218,4,Medium,37.536,2,0.6,-35.664,3.21,6
1046,MX-2012-133172,20120601,20120606,BF-11005,OFF-AR-10003179,508,4,Medium,46.416,3,0.2,15.636,3.06,5
21645,IN-2012-21703,20120601,20120602,TP-21415,FUR-CH-10001382,754,1,High,315.936,6,0.2,114.516,2.97,1
13594,ES-2012-2780126,20120601,20120607,TP-21565,OFF-AR-10000409,756,4,Medium,101.58,2,0.0,13.2,2.93,6
40392,US-2012-132836,20120601,20120605,AJ-10945,TEC-PH-10001300,57,4,Medium,41.9,2,0.0,11.732,2.82,4
12086,ES-2012-5944655,20120601,20120603,TP-21565,OFF-AR-10000491,470,3,High,45.36,3,0.0,16.29,2.79,2
41421,TU-2012-7030,20120601,20120605,Dl-3600,OFF-STA-10004163,748,4,Medium,37.536,4,0.6,-24.504,2.73,4
13177,ES-2012-4869643,20120601,20120606,TZ-21580,OFF-AR-10002852,226,3,Medium,33.93,3,0.0,2.97,2.63,5
47374,IR-2012-6980,20120601,20120606,EC-4050,OFF-ACC-10002343,747,4,Medium,31.62,1,0.0,12.96,2.53,5
41420,TU-2012-7030,20120601,20120605,Dl-3600,FUR-HON-10000191,748,4,Medium,38.112,2,0.6,-36.228,2.26,4
12147,ES-2012-1315786,20120601,20120607,JF-15295,OFF-BI-10003999,752,4,Low,19.35,5,0.0,1.8,1.74,6
41422,TU-2012-7030,20120601,20120605,Dl-3600,OFF-ELD-10001832,748,4,Medium,19.38,1,0.6,-29.07,1.42,4
2916,MX-2012-163279,20120601,20120603,RD-19930,OFF-BI-10001167,750,3,Critical,16.64,2,0.0,3.8,1.11,2
40393,US-2012-132836,20120601,20120605,AJ-10945,OFF-LA-10004178,57,4,Medium,28.91,7,0.0,13.2986,1.11,4
16946,ES-2012-2867475,20120601,20120603,FP-14320,OFF-BI-10000440,149,3,High,10.08,2,0.5,-0.84,0.9,2
23005,IN-2012-79460,20120601,20120606,CD-12280,OFF-LA-10002319,20,4,Medium,9.99,1,0.1,3.66,0.86,5
40861,CA-2012-161242,20120601,20120608,CG-12040,OFF-PA-10001838,125,4,Medium,11.76,2,0.0,5.7624,0.82,7
24304,IN-2012-79985,20120601,20120605,ES-14020,OFF-BI-10003468,757,4,Medium,12.69,1,0.0,4.92,0.79,4
41881,KZ-2012-4240,20120601,20120606,FG-4260,OFF-SME-10004160,758,4,Medium,4.968,1,0.7,-10.602,0.42,5
35265,US-2012-163685,20120601,20120605,KE-16420,OFF-BI-10001890,455,4,Medium,5.728,8,0.8,-9.1648,0.27,4
50918,TU-2012-370,20120601,20120607,NC-8415,OFF-STA-10001791,218,4,Medium,7.152,1,0.6,-4.668,0.27,6
41882,KZ-2012-4240,20120601,20120606,FG-4260,OFF-CAR-10001358,758,4,Medium,1.44,1,0.7,-1.17,0.12,5
10951,ES-2012-5923089,20120701,20120706,CB-12535,FUR-TA-10003591,383,4,Medium,1062.36,2,0.0,180.6,72.93,5
10953,ES-2012-5923089,20120701,20120706,CB-12535,TEC-PH-10004879,383,4,Medium,379.8,5,0.0,83.55,20.78,5
10955,ES-2012-5923089,20120701,20120706,CB-12535,FUR-BO-10004585,383,4,Medium,712.2,5,0.0,320.4,17.56,5
10952,ES-2012-5923089,20120701,20120706,CB-12535,TEC-AC-10003533,383,4,Medium,229.86,6,0.0,25.2,14.03,5
10954,ES-2012-5923089,20120701,20120706,CB-12535,OFF-AR-10000319,383,4,Medium,157.86,3,0.0,29.97,8.32,5
10303,ES-2012-5113958,20120801,20120806,EB-13840,OFF-AP-10004512,759,3,Medium,3979.29,7,0.0,1989.54,398.5,5
29473,IN-2012-31867,20120801,20120806,KD-16495,OFF-AP-10000675,760,4,Medium,1621.44,3,0.0,210.78,97.07,5
32802,CA-2012-153388,20120801,20120807,PC-19000,FUR-TA-10003715,125,4,Medium,1004.976,6,0.2,-175.8708,53.69,6
10302,ES-2012-5113958,20120801,20120806,EB-13840,TEC-CO-10004325,759,3,Medium,428.22,3,0.0,192.69,51.0,5
16828,ES-2012-2091336,20120801,20120807,RC-19960,OFF-ST-10004267,761,4,Medium,462.348,4,0.1,-46.332,35.53,6
23819,IN-2012-27499,20120801,20120805,JF-15415,TEC-CO-10000427,27,4,High,280.2834,1,0.07,72.3234,32.06,4
17965,ES-2012-4662036,20120801,20120805,GH-14425,FUR-FU-10001436,762,4,High,257.25,5,0.0,30.75,31.95,4
17964,ES-2012-4662036,20120801,20120805,GH-14425,TEC-PH-10002119,762,4,High,223.47,3,0.0,26.73,29.99,4
49642,CG-2012-7880,20120801,20120807,CW-1905,TEC-SHA-10003670,763,4,Medium,355.92,1,0.0,88.98,29.46,6
1139,MX-2012-100741,20120801,20120803,MS-17830,TEC-PH-10004184,764,3,Critical,255.168,8,0.4,38.208,22.28,2
15432,ES-2012-1369374,20120801,20120805,AJ-10945,OFF-ST-10000580,765,4,Medium,208.332,4,0.1,32.292,19.04,4
14916,ES-2012-3778678,20120801,20120803,EB-13930,OFF-BI-10002225,766,1,Medium,153.81,3,0.0,53.82,18.27,2
17970,ES-2012-4662036,20120801,20120805,GH-14425,OFF-EN-10003669,762,4,High,118.71,3,0.0,45.09,13.72,4
17966,ES-2012-4662036,20120801,20120805,GH-14425,OFF-AP-10004749,762,4,High,104.247,3,0.1,39.357,12.26,4
23092,IN-2012-75134,20120801,20120801,DK-13225,OFF-BI-10001659,286,2,Medium,65.34,9,0.0,11.61,11.75,0
29322,IN-2012-37467,20120801,20120806,SH-19975,OFF-ST-10004346,30,4,Medium,196.884,4,0.1,6.444,11.06,5
17967,ES-2012-4662036,20120801,20120805,GH-14425,OFF-ST-10004489,762,4,High,178.605,1,0.1,69.435,10.39,4
17968,ES-2012-4662036,20120801,20120805,GH-14425,OFF-AR-10002485,762,4,High,53.28,2,0.0,4.74,9.26,4
15122,ES-2012-2633867,20120801,20120805,DL-13315,FUR-FU-10000946,185,4,Medium,131.85,5,0.0,35.55,8.59,4
14917,ES-2012-3778678,20120801,20120803,EB-13930,TEC-AC-10002670,766,1,Medium,108.36,4,0.0,24.84,6.94,2
17971,ES-2012-4662036,20120801,20120805,GH-14425,OFF-LA-10000404,762,4,High,46.44,4,0.0,3.24,4.77,4
49641,CG-2012-7880,20120801,20120807,CW-1905,OFF-BIC-10003800,763,4,Medium,58.02,2,0.0,23.76,4.14,6
17969,ES-2012-4662036,20120801,20120805,GH-14425,OFF-AR-10001462,762,4,High,31.92,2,0.0,11.76,3.78,4
1140,MX-2012-100741,20120801,20120803,MS-17830,OFF-LA-10000073,764,3,Critical,13.032,3,0.4,-3.528,3.65,2
15121,ES-2012-2633867,20120801,20120805,DL-13315,OFF-BI-10000282,185,4,Medium,33.96,2,0.0,0.96,2.98,4
17972,ES-2012-4662036,20120801,20120805,GH-14425,OFF-BI-10000844,762,4,High,18.12,4,0.0,9.0,2.57,4
15120,ES-2012-2633867,20120801,20120805,DL-13315,TEC-AC-10001441,185,4,Medium,144.48,4,0.0,28.8,2.38,4
